ROI,Area,Mean_Intensity,Perimeter,Eccentricity,Circularity
1,112.0,0.9579872646733111,43.798989873223334,0.850243003991655,0.7336682034546013
2,542.0,0.9775451242884523,102.5685424949238,0.7967718511017763,0.647412055462275
3,819.0,0.9805302363441898,140.95331880577405,0.9261845626320281,0.5180159758950743
4,855.0,0.9853574504737296,116.91168824543142,0.7764721712642009,0.7860679962777786
5,5838.0,0.9764108978597852,616.8843430349616,0.8888329815718555,0.19278199014803163
6,139.0,0.9895153644526239,45.45584412271571,0.7558836803992423,0.8453668433170568
7,832.0,0.9883161896243291,121.9827560572969,0.8829767482435288,0.7026455616020598
8,1594.0,0.9783928102477314,221.6223663640862,0.7722355808041109,0.4078223338232686
9,268.0,0.9893266227004514,58.04163056034262,0.6227471720244429,0.9996902327564666
10,2640.0,0.9847222222222224,294.14927829866735,0.7772461144071942,0.3834230491268013
11,391.0,0.9832074386883166,71.11269837220809,0.5369569556286222,0.9716107358056302
12,176.0,0.9824260042283299,48.87005768508881,0.640320952970434,0.9260551014395716
13,1495.0,0.9801612610510486,220.45079348883235,0.7739849405612199,0.3865696231694997
14,189.0,0.9856855748328616,52.8700576850888,0.7809869392087837,0.8496735512557715
15,2579.0,0.9856052613385995,314.73506473629425,0.8919796485781052,0.32716809494127075
16,187.0,0.9848692119553953,49.21320343559643,0.7327985453947612,0.9702601610368725
17,843.0,0.9933423450761859,109.74011537017762,0.5022965327504043,0.8796433296378257
18,211.0,0.9887578529703516,55.45584412271571,0.8125514193027442,0.8621794727386297
19,89.0,0.9736956711087883,37.45584412271571,0.82111529996712,0.7971878898955103
20,292.0,0.9854252946798343,64.5269119345812,0.7439259660022145,0.8812739896596774
21,795.0,0.9821364146067965,149.29646455628165,0.9304525317768331,0.4482062887264613
22,289.0,0.9828330785118424,65.698484809835,0.741767399791208,0.8413893285649993
23,213.0,0.9778724023728936,59.112698372208094,0.8330876454104068,0.7659984636411677
24,8732.0,0.953447535039967,529.2274887854693,0.6681919128470603,0.39177687987822085
25,257.0,0.9830482912556933,58.04163056034261,0.6441820758569267,0.9586581709642239
26,1451.0,0.9872955833720664,187.09545442950497,0.9357028101182823,0.5208957379396852
27,315.0,0.9872523686477175,63.698484809834994,0.5177592725409416,0.9755784848762993
28,238.0,0.9747247736303822,60.76955262170047,0.7023338530741533,0.8098689391359092
29,1722.0,0.9807236942801321,296.8355697996826,0.9769587593178231,0.2455902542362255
30,214.0,0.9777584583061654,53.21320343559643,0.6985451873005246,0.9496964812307452
31,185.0,0.9819400796144981,50.62741699796952,0.7515916576191701,0.9070057739812952
32,368.0,0.9833796764408494,76.18376618407356,0.8080178252031024,0.796769692109747
33,321.0,0.9876838368470622,65.698484809835,0.6135259797908726,0.9345535448766946
34,489.0,0.9859704189851143,79.94112549695429,0.30465429553746803,0.9615640240768508
35,1851.0,0.9921978063397535,188.8528137423857,0.9141993286683079,0.6521828332609952
36,1818.0,0.9902653056003276,186.50966799187808,0.7891027321167847,0.6567514569657493
37,185.0,0.9608212864026817,53.698484809834994,0.7272324482589686,0.8062273546500403
38,374.0,0.98609211126311,70.8700576850888,0.6234393272327856,0.9357415062591838
39,1247.0,0.9844090934521922,196.2670273047588,0.5315429041837653,0.40680064070512
40,100.0,0.9779069767441859,36.62741699796952,0.7945506039462902,0.9366930077176155
41,103.0,0.9638744637615714,40.04163056034261,0.8073538044146399,0.8072788602978606
42,209.0,0.9663959051963948,59.941125496954285,0.8499792610311914,0.7309814625302714
43,69.0,0.9770812268284463,34.04163056034262,0.8456297205223348,0.7482353913804455
44,209.0,0.989206631801491,52.62741699796952,0.70111310373251,0.9482700633298465
45,638.0,0.9710213603557629,139.63961030678928,0.9493092675715497,0.4111622996587037
46,296.0,0.9812486905510162,72.18376618407356,0.8259667915545139,0.7138755370110037
47,105.0,0.9732742709486896,39.798989873223334,0.8343344012125192,0.833019300954399
48,645.0,0.9849888828796345,108.32590180780451,0.8769295514493142,0.6907246456029738
49,212.0,0.9820827848471553,55.941125496954285,0.756434369240126,0.8513013562557405
50,53.0,0.958753839403247,27.556349186104047,0.8726741202595671,0.8770863958467844
51,76.0,0.9656262749898,32.384776310850235,0.7897690641691053,0.9106293695844325
52,187.0,0.9763296439083032,51.79898987322333,0.8249111228164054,0.8758079622159706
53,554.0,0.975750706629726,122.36753236814712,0.9693566675272041,0.4649296295234948
54,310.0,0.9760440110027506,67.01219330881976,0.6189532584893241,0.86748883237669
55,763.0,0.980198522763063,123.78174593052023,0.8609955473135066,0.6257793009794855
56,236.0,0.9845618184207068,56.526911934581186,0.7330489770920363,0.92813541792285
57,199.0,0.9843792606443069,54.8700576850888,0.7744715665831382,0.8306003444741512
58,526.0,0.9756978217938514,116.81118318204308,0.950141979022756,0.48442523913056335
59,87.0,0.9717544328610889,37.21320343559643,0.904445873350362,0.7894688565521208
60,345.0,0.9679811257162116,95.15432893255071,0.945882294141623,0.47881953167190067
61,274.0,0.9840717478639732,60.526911934581186,0.49328923076236264,0.9398604899915827
62,155.0,0.9794948737184295,44.62741699796952,0.672437122205028,0.9779982109763025
63,311.0,0.9850694184800218,65.11269837220809,0.6952519599036608,0.9218045891896032
64,311.0,0.9733293451980357,67.35533905932738,0.6788023126172651,0.8614423124950262
65,243.0,0.9819759466615625,58.526911934581186,0.7260664095343768,0.8914662742472189
66,2957.0,0.9882475691631735,263.0782104868019,0.8849791633229992,0.5368975602688772
67,136.0,0.9772001823985408,50.2842712474619,0.9053353977785562,0.6759031205604383
68,1098.0,0.9803095127151552,148.46803743153546,0.8723328042541895,0.625959548605525
69,227.0,0.9807055288051088,59.112698372208094,0.830675204546154,0.8163457805002116
70,113.0,0.9823694861768539,40.04163056034262,0.8008189927672511,0.8856554486762934
71,481.0,0.9808860739093298,82.42640687119285,0.6413344403159386,0.8896561870729867
72,96.0,0.9779554263565892,37.21320343559643,0.8317731715856173,0.8711380486092368
73,974.0,0.9854273116533753,141.53910524340094,0.8854709863890416,0.610964433704458
74,1039.0,0.9895844991084152,148.02438661763952,0.8742555083771337,0.5958800853727154
75,100.0,0.9854263565891473,36.87005768508881,0.6241309377935429,0.9244048807917936
76,1124.0,0.9892203922866838,130.3259018078045,0.8148001587464563,0.831600415627917
77,235.0,0.9777337951509154,55.21320343559643,0.6766904666436864,0.9687056562107349
78,414.0,0.9708085233868854,84.5685424949238,0.8055035393663411,0.7274321871003301
79,114.0,0.9795321637426899,40.04163056034261,0.8222099186295191,0.8934931075141369
80,139.0,0.9747922592158831,51.35533905932738,0.8138468043724165,0.6622980289113167
81,784.0,0.9776044138585667,177.82337649086284,0.6491821386429272,0.31156468238376883
82,477.0,0.9628004485398078,91.84062043356595,0.8006286590647447,0.7106546877286058
83,241.0,0.9742995914953841,72.07716446627535,0.9291389997509298,0.5829502870542903
84,195.0,0.9725700655933214,56.2842712474619,0.7839969741175182,0.7735179223147991
85,69.0,0.9750589821368385,32.04163056034262,0.7927744098321806,0.8445585002856127
86,53.0,0.9754278192189558,27.213203435596427,0.6850121411372847,0.8993451502050241
87,66.0,0.9748649283533005,31.79898987322333,0.8746790016532652,0.8202139488028484
88,278.0,0.9714182142657967,67.35533905932738,0.836052542960657,0.7700352503974832
89,300.0,0.9779586563307494,72.66904755831213,0.691614768349886,0.7138914530996472
90,201.0,0.968915114350727,57.112698372208094,0.7865795059276619,0.7743558121100707
91,111.0,0.9825406802150988,41.21320343559643,0.8733416685103165,0.8212210957596799
92,336.0,0.9684616094499816,82.32590180780451,0.7771482314042543,0.6229829314308379
93,126.0,0.9729912636889381,44.2842712474619,0.7904014676275465,0.807386353575812
94,268.0,0.9710459331250724,83.74011537017762,0.9395188695438046,0.48026125152283156
95,358.0,0.9663288727209735,90.91168824543142,0.8963861223990631,0.5443189386825654
96,63.0,0.9716992740248555,26.970562748477143,0.5625416617220883,1.0883545495014042
97,525.0,0.967796234772979,86.08326112068522,0.6054577057281467,0.8902905121582199
98,208.0,0.9677623732856291,60.18376618407356,0.6813755458574827,0.7216298275481273
99,72.0,0.9651162790697675,31.798989873223327,0.8026816999083938,0.894778853239471
100,452.0,0.9725080606434794,117.05382386916236,0.8099075385385957,0.4145501604524105
101,277.0,0.9747852125486245,61.698484809834994,0.7242884925725747,0.9144093024147122
102,50.0,0.977984496124031,24.727922061357855,0.8134805182383348,1.0275539236232232
